Chiller Loading Chiller,Consumption Chiller Actual,Consumption Chiller Predicted,Consumption Chiller error,Consumption Chiller abs error
45.2,48.461732000000005,48.477474,0.03248380112885659,0.03248380112885659
68.33333333,89.31504443787922,89.31362,-0.0015931435651010686,0.0015931435651010686
45.33333333,48.67021110589522,48.66869,-0.0031258917466096903,0.0031258917466096903
56.2,66.713152,66.70407,-0.013611941282760543,0.013611941282760543
44.93333333,48.04571243925203,48.051773,0.012614303606584939,0.012614303606584939
75.13333333,103.11500977081361,103.11837,0.0032587742038700353,0.0032587742038700353
57.93333333,69.78335910515602,69.78524,0.0026955827405582776,0.0026955827405582776
70.46666667,93.5568364511348,93.55455,-0.002443734015692204,0.002443734015692204
67.8,88.267112,88.26619,-0.0010450379351766392,0.0010450379351766392
25.0,20.4916,20.491232,-0.0017962563442450719,0.0017962563442450719
74.33333333,101.44924443752723,101.4493,5.740388993485311e-05,5.740388993485311e-05
25.4,20.975767999999995,20.97588,0.0005323723520304062,0.0005323723520304062
33.4,31.250487999999997,31.239923,-0.033805945133226704,0.033805945133226704
71.2,95.033452,95.03754,0.004298087681538783,0.004298087681538783
52.4,60.167348,60.164127,-0.005352820514012549,0.005352820514012549
52.46666667,60.279996450078826,60.277596,-0.003982963173004554,0.003982963173004554
51.53333333,58.71003643886482,58.704994,-0.008588373488599496,0.008588373488599496
55.0,64.6186,64.621574,0.0046030119121553935,0.0046030119121553935
29.2,25.715812,25.716534,0.0028062924424560433,0.0028062924424560433
35.66666667,34.366444449093215,34.362152,-0.012489943468544512,0.012489943468544512
71.66666667,95.97804445120521,95.973305,-0.004938319692959053,0.004938319692959053
35.6,34.273508,34.27694,0.010011791293275582,0.010011791293275582
64.0,80.9455,80.94255,-0.0036436130733741422,0.0036436130733741422
80.58333333,114.76278610382722,114.79691,0.02973702913987883,0.02973702913987883
25.0,20.4916,20.491232,-0.0017962563442450719,0.0017962563442450719
64.73333333,82.3386524380904,82.34258,0.004773292287322198,0.004773292287322198
35.8,34.55255199999999,34.543015,-0.027602805236510455,0.027602805236510455
65.46666667,83.7412697841748,83.73999,-0.001527979935224202,0.001527979935224202
56.66666667,67.53454445032521,67.52752,-0.01040241599047513,0.01040241599047513
54.73333333,64.15658577201042,64.15518,-0.0021882200056283375,0.0021882200056283375
84.0,122.33149999999999,122.33123,-0.00022057804062935231,0.00022057804062935231
29.66666667,26.315444448741225,26.310457,-0.01895168115697795,0.01895168115697795
25.13333333,20.65267644041362,20.652182,-0.0023958882464376534,0.0023958882464376534
25.2,20.733331999999997,20.731749,-0.007637069947946722,0.007637069947946722
48.0,52.905499999999996,52.903828,-0.0031609809257417357,0.0031609809257417357
34.2,32.339912000000005,32.331074,-0.02732919933015648,0.02732919933015648
63.53333333,80.06387643816082,80.06402,0.00017712276398450778,0.00017712276398450778
38.2,37.955992,37.949596,-0.01685002718597126,0.01685002718597126
60.53333333,74.48781643833682,74.49008,0.0030412339639849526,0.0030412339639849526
28.86666667,25.289849782027623,25.28365,-0.024517098760908924,0.024517098760908924
25.0,20.4916,20.491232,-0.0017962563442450719,0.0017962563442450719
39.33333333,39.59841110624722,39.587406,-0.027791387312047174,0.027791387312047174
42.93333333,44.96545910603603,44.96408,-0.0030652316612706293,0.0030652316612706293
37.2,36.525572000000004,36.528786,0.008798508525485445,0.008798508525485445
38.73333333,38.72607910628242,38.73664,0.027273155808970505,0.027273155808970505
43.28571429,45.503061231041485,45.500877,-0.004799348903808955,0.004799348903808955
33.13333333,30.889849773277618,30.891726,0.006072437701324415,0.006072437701324415
25.86666667,21.54418978185162,21.541027,-0.014680119288999038,0.014680119288999038
58.6,70.978288,70.982086,0.005351188014873979,0.005351188014873979
69.26666667,91.16097245106444,91.16328,0.002527640103970814,0.002527640103970814
74.66666667,102.14194445138122,102.1427,0.0007398957747850718,0.0007398957747850718
59.86666667,73.27020311717962,73.27191,0.002331785420873354,0.002331785420873354
61.93333333,77.07026577158803,77.07957,0.012068446741763736,0.012068446741763736
71.53333333,95.70776977102483,95.71577,0.00835578525399263,0.00835578525399263
60.86666667,75.09955645057163,75.10561,0.008065637416186974,0.008065637416186974
22.73333333,17.801172440554424,17.801147,-0.00014032568364632942,0.00014032568364632942
71.53333333,95.70776977102483,95.71577,0.00835578525399263,0.00835578525399263
67.06666667,86.83437911760203,86.84131,0.007980106748490864,0.007980106748490864
76.13333333,105.21305643742161,105.21023,-0.0026883271038723898,0.0026883271038723898
44.13333333,46.80516310596562,46.83677,0.06752673410566337,0.06752673410566337
60.93333333,75.22213910498003,75.22071,-0.0018988433491709858,0.0018988433491709858
25.26666667,20.814065781816424,20.81564,0.007560819926685814,0.007560819926685814
44.13333333,46.80516310596562,46.83677,0.06752673410566337,0.06752673410566337
70.06666667,92.75539911777803,92.7518,-0.0038796455008314745,0.0038796455008314745
39.13333333,39.30692977292561,39.314835,0.020110504296862626,0.020110504296862626
62.0,77.1941,77.19682,0.003527627263199604,0.003527627263199604
43.86666667,46.394149782907625,46.39902,0.010499956992012466,0.010499956992012466
34.73333333,33.07245243985042,33.073536,0.003276078001777274,0.003276078001777274
48.46666667,53.65954311651082,53.66115,0.002998105056572907,0.002998105056572907
65.73333333,84.2536591046984,84.26022,0.007791096604264769,0.007791096604264769
41.46666667,42.75134978276682,42.807953,0.1324007274160234,0.1324007274160234
70.26666667,93.15576578445642,93.15587,0.00011029464054303768,0.00011029464054303768
70.46666667,93.5568364511348,93.55455,-0.002443734015692204,0.002443734015692204
37.2,36.525572000000004,36.528786,0.008798508525485445,0.008798508525485445
40.6,41.460808,41.461246,0.001057602347053918,0.001057602347053918
72.0,96.65509999999999,96.65832,0.003328914788747313,0.003328914788747313
53.93333333,62.77805243872403,62.767403,-0.016964192714716154,0.016964192714716154
28.8,25.204892,25.203005,-0.007487288435388454,0.007487288435388454
48.86666667,54.308916449867624,54.30634,-0.004745419573943031,0.004745419573943031
70.26666667,93.15576578445642,93.15587,0.00011029464054303768,0.00011029464054303768
35.42857143,34.034887757088384,34.00377,-0.09143216928478266,0.09143216928478266
59.8,73.148872,73.153435,0.006237626491316943,0.006237626491316943
59.46666667,72.54338978382283,72.54689,0.004825353456272086,0.004825353456272086
65.06666667,82.97503245081803,82.969795,-0.006311806832202393,0.006311806832202393
70.66666667,93.95861111781322,93.95794,-0.0007151764548314002,0.0007151764548314002
22.4,17.413148,17.407816,-0.03062092375520247,0.03062092375520247
70.86666667,94.36108978449163,94.36113,4.236518532542469e-05,4.236518532542469e-05
60.53333333,74.48781643833682,74.49008,0.0030412339639849526,0.0030412339639849526
45.46666667,48.87900311633483,48.877544,-0.002984335124808425,0.002984335124808425
81.33333333,116.40661110378322,116.40236,-0.0036527951065997316,0.0036527951065997316
64.86666667,82.59296978413961,82.593285,0.0003811738393770861,0.0003811738393770861
65.26666667,83.35779911749643,83.35345,-0.005221055610013748,0.005221055610013748
68.26666667,89.18377911767243,89.18476,0.001101018257542285,0.001101018257542285
61.13333333,75.59035643830161,75.59617,0.007688916997683975,0.007688916997683975
40.66666667,41.55961111605322,41.556866,-0.0066059903854262594,0.0066059903854262594
22.93333333,18.034925773876022,18.03781,0.015988965568113914,0.015988965568113914
32.8,30.440811999999994,30.43957,-0.004081779202842631,0.004081779202842631
63.0,79.06099999999999,79.05737,-0.0045875376291633525,0.0045875376291633525
48.07692308,53.02952899904608,53.012558,-0.03200295376552663,0.03200295376552663
26.93333333,22.857832440308023,22.858582,0.0032772252692076544,0.0032772252692076544
73.13333333,98.97171643759764,98.971176,-0.0005459035734097021,0.0005459035734097021
71.0,94.6298,94.62864,-0.0012266525012171368,0.0012266525012171368
56.93333333,68.00563243854802,68.00633,0.00102926608843829,0.00102926608843829
44.6,47.527448,47.537334,0.020801542171319992,0.020801542171319992
58.93333333,71.57868577176403,71.58585,0.010013881672796746,0.010013881672796746
38.86666667,38.919383115947625,38.917778,-0.004124168171227301,0.004124168171227301
24.2,19.531712,19.541378,0.04948885812076035,0.04948885812076035
35.06666667,33.53283244905802,33.52635,-0.019337272072673814,0.019337272072673814
33.73333333,31.703045773242422,31.713255,0.03220244332190103,0.03220244332190103
31.53333333,28.752303106704822,28.747375,-0.017138169437366468,0.017138169437366468
52.66666667,60.618411116757215,60.61789,-0.0008606501733204856,0.0008606501733204856
22.33333333,17.335777773911218,17.333773,-0.011566337753115961,0.011566337753115961
25.33333333,20.894877773735217,20.895422,0.0026045047125862137,0.0026045047125862137
72.13333333,96.92646977098961,96.929405,0.0030285240137877716,0.0030285240137877716
69.86666667,92.35573645109962,92.36567,0.010754934961645672,0.010754934961645672
55.4,65.313968,65.313416,-0.0008458721360378677,0.0008458721360378677
32.06666667,29.45981244888202,29.458197,-0.005484790068417016,0.005484790068417016
70.8,94.226852,94.23052,0.003895021094119661,0.003895021094119661
37.33333333,36.715277773031225,36.709778,-0.014979979271776371,0.014979979271776371
61.86666667,76.94650978396362,76.93772,-0.01142161164539971,0.01142161164539971
66.53333333,85.79833643798483,85.80215,0.004441197573822767,0.004441197573822767
47.66666667,52.36924444979722,52.372093,0.005439740283255055,0.005439740283255055
65.73333333,84.2536591046984,84.26022,0.007791096604264769,0.007791096604264769
73.2,99.108692,99.10776,-0.0009428352062500187,0.0009428352062500187
59.66666667,72.90644445050121,72.90363,-0.0038560827463467685,0.0038560827463467685
76.73333333,106.4803324373864,106.48458,0.003989991549329178,0.003989991549329178
34.86666667,33.25636978237962,33.24936,-0.021080627759802305,0.021080627759802305
47.06666667,51.40891244976201,51.4129,0.0077546234339557155,0.0077546234339557155
61.8,76.82283199999999,76.82599,0.0041091553761762835,0.0041091553761762835
41.93333333,43.45173243942803,43.44315,-0.01975265955069096,0.01975265955069096
26.46666667,22.280649781886822,22.28293,0.010235752911207768,0.010235752911207768
53.6,62.206988,62.191303,-0.025213802067019363,0.025213802067019363
33.2,30.979892,30.984901,0.016169934429263694,0.016169934429263694
24.4,19.770627999999995,19.768248,-0.012040060790571735,0.012040060790571735
47.66666667,52.36924444979722,52.372093,0.005439740283255055,0.005439740283255055
46.42857143,50.39455918593639,50.350502,-0.0874244610686585,0.0874244610686585
48.0,52.905499999999996,52.903828,-0.0031609809257417357,0.0031609809257417357
57.4,68.83304799999999,68.84019,0.010371577260265075,0.010371577260265075
73.73333333,100.20731243756241,100.20491,-0.0023971895699645956,0.0023971895699645956
34.06666667,32.15755911566602,32.155212,-0.0072975480316379675,0.0072975480316379675
51.66666667,58.933377783365216,58.94082,0.012626127223234956,0.012626127223234956
74.4,101.58762800000001,101.58135,-0.006177687418088564,0.006177687418088564
30.46666667,27.352303115454816,27.355265,0.010827418184757166,0.010827418184757166
53.6,62.206988,62.191303,-0.025213802067019363,0.025213802067019363
59.13333333,71.93986310508562,71.950165,0.014319862996133166,0.014319862996133166
67.33333333,87.35427777127123,87.35411,-0.0001912367683101469,0.0001912367683101469
67.86666667,88.39782978431562,88.39692,-0.0010300409292386785,0.0010300409292386785
81.33333333,116.40661110378322,116.40236,-0.0036527951065997316,0.0036527951065997316
75.6,104.09190799999999,104.08021,-0.011240235209213566,0.011240235209213566
29.93333333,26.659812440132022,26.657574,-0.00839743410002416,0.00839743410002416
73.33333333,99.38287777091922,99.38698,0.004125839970433976,0.004125839970433976
56.93333333,68.00563243854802,68.00633,0.00102926608843829,0.00102926608843829
67.06666667,86.83437911760203,86.84131,0.007980106748490864,0.007980106748490864
66.33333333,85.41111110466322,85.40879,-0.0027168786991548376,0.0027168786991548376
52.8,60.84441199999999,60.840084,-0.007113100332462588,0.007113100332462588
77.8,108.748912,108.7528,0.003575196957340142,0.003575196957340142
55.26666667,65.08186578357642,65.08398,0.0032435487268758713,0.0032435487268758713
29.0,25.46,25.46194,0.00762280196723693,0.00762280196723693
28.46666667,24.781276448670816,24.77974,-0.006202540822250826,0.006202540822250826
47.6,52.26222799999999,52.25902,-0.0061349106027208024,0.0061349106027208024
59.86666667,73.27020311717962,73.27191,0.002331785420873354,0.002331785420873354
47.73333333,52.47633910575442,52.478455,0.004031310349349975,0.004031310349349975
53.0,61.184,61.18712,0.005096970242939332,0.005096970242939332
67.86666667,88.39782978431562,88.39692,-0.0010300409292386785,0.0010300409292386785
59.4,72.42252799999999,72.430176,0.010559947935005002,0.010559947935005002
54.46666667,63.695823116862826,63.68909,-0.010569591181368977,0.010569591181368977
25.86666667,21.54418978185162,21.541027,-0.014680119288999038,0.014680119288999038
64.13333333,81.19809643812562,81.1999,0.0022184362277959616,0.0022184362277959616
48.0,52.905499999999996,52.903828,-0.0031609809257417357,0.0031609809257417357
47.93333333,52.79809243907602,52.798203,0.00020848399502744507,0.00020848399502744507
48.0,52.905499999999996,52.903828,-0.0031609809257417357,0.0031609809257417357
69.46666667,91.55852311774281,91.56192,0.003710248000011921,0.003710248000011921
49.0,54.525999999999996,54.525642,-0.0006558430482063572,0.0006558430482063572
57.26666667,68.59625245036042,68.59408,-0.0031698326335743085,0.0031698326335743085
68.78571429,90.20783980439349,90.23917,0.03472697654667977,0.03472697654667977
35.13333333,33.62514310649362,33.62949,0.01292720799509145,0.01292720799509145
71.66666667,95.97804445120521,95.973305,-0.004938319692959053,0.004938319692959053
26.26666667,22.03445911520842,22.03239,-0.009387662820236911,0.009387662820236911
25.0,20.4916,20.491232,-0.0017962563442450719,0.0017962563442450719
33.66666667,31.612377782309217,31.612638,0.0008246491400313548,0.0008246491400313548
43.66666667,46.08671111622922,46.084587,-0.004608745145411023,0.004608745145411023
64.8,82.465772,82.46755,0.0021586956811518905,0.0021586956811518905
22.0,16.9501,16.950773,0.003971888872296513,0.003971888872296513
44.8,47.838171999999986,47.835506,-0.005572037307365244,0.005572037307365244
51.93333333,59.380999105508025,59.385227,0.007120287507462655,0.007120287507462655
41.53333333,42.851169772784814,42.85846,0.01701167065003983,0.01701167065003983
24.4,19.770627999999995,19.768248,-0.012040060790571735,0.012040060790571735
37.93333333,37.572825772996026,37.574505,0.004468866166841329,0.004468866166841329
61.53333333,76.32890310494481,76.33186,0.003878345233689865,0.003878345233689865
69.46666667,91.55852311774281,91.56192,0.003710248000011921,0.003710248000011921
57.6,69.188828,69.18586,-0.0042901721419817,0.0042901721419817
77.73333333,108.60653910399441,108.59905,-0.0068933922919871115,0.0068933922919871115
73.33333333,99.38287777091922,99.38698,0.004125839970433976,0.004125839970433976
63.8,80.56719199999999,80.56663,-0.0007006543787516274,0.0007006543787516274
61.8,76.82283199999999,76.82599,0.0041091553761762835,0.0041091553761762835
27.93333333,24.10755910691602,24.101265,-0.026108629558162857,0.026108629558162857
38.73333333,38.72607910628242,38.73664,0.027273155808970505,0.027273155808970505
81.86666667,117.58157645180361,117.57592,-0.004810572365019322,0.004810572365019322
51.8,59.157031999999994,59.15401,-0.005107131295761624,0.005107131295761624
51.66666667,58.933377783365216,58.94082,0.012626127223234956,0.012626127223234956
64.26666667,81.45100578410442,81.4521,0.0013466709438745598,0.0013466709438745598
45.13333333,48.35760977257362,48.353657,-0.008174522672606207,0.008174522672606207
54.0,62.8925,62.898422,0.009416450627561641,0.009416450627561641
32.33333333,29.815444439991225,29.816105,0.002215123528075612,0.002215123528075612
66.73333333,86.18626577130641,86.18503,-0.0014360700321078227,0.0014360700321078227
55.13333333,64.85007643865362,64.84922,-0.0013202186053239387,0.0013202186053239387
71.26666667,95.16815911784845,95.16623,-0.002027852403010059,0.002027852403010059
48.2,53.228192,53.228073,-0.00022334007289304591,0.00022334007289304591
48.0,52.905499999999996,52.903828,-0.0031609809257417357,0.0031609809257417357
36.4,35.393907999999996,35.3949,0.0028063463203031294,0.0028063463203031294
39.86666667,40.37913644933962,40.38041,0.0031521015429201975,0.0031521015429201975
72.06666667,96.79074578456202,96.79092,0.00017631676219703334,0.00017631676219703334
26.06666667,21.788972448530025,21.790998,0.009298328946285234,0.009298328946285234
72.33333333,97.33411110431122,97.33836,0.004369016269292131,0.004369016269292131
34.77777778,33.133723459854544,33.16296,0.08823817423089923,0.08823817423089923
24.35714286,19.719372452395547,19.69243,-0.136626843702896,0.136626843702896
48.0,52.905499999999996,52.903828,-0.0031609809257417357,0.0031609809257417357
67.46666667,87.61469645095882,87.61457,-0.00014362120526947465,0.00014362120526947465
60.8,74.977052,74.97661,-0.0005918125892879539,0.0005918125892879539
61.46666667,76.20561645060683,76.20158,-0.005301732188319867,0.005301732188319867
59.06666667,71.81939245046601,71.8109,-0.011827757138760235,0.011827757138760235
64.8,82.465772,82.46755,0.0021586956811518905,0.0021586956811518905
44.6,47.527448,47.537334,0.020801542171319992,0.020801542171319992
22.6,17.645728000000002,17.647545,0.01029632123900977,0.01029632123900977
55.2,64.96593200000001,64.962776,-0.004857647417384989,0.004857647417384989
24.0,19.2935,19.293282,-0.001132219785007378,0.001132219785007378
67.8,88.267112,88.26619,-0.0010450379351766392,0.0010450379351766392
26.26666667,22.03445911520842,22.03239,-0.009387662820236911,0.009387662820236911
60.66666667,74.73227778389322,74.73355,0.001703737039948035,0.001703737039948035
31.93333333,29.282465773348022,29.28274,0.0009352557135184066,0.0009352557135184066
71.2,95.033452,95.03754,0.004298087681538783,0.004298087681538783
76.26666667,105.49412578480845,105.49966,0.005242843993920336,0.005242843993920336
69.73333333,92.0896857711304,92.087006,-0.0029103757642208335,0.0029103757642208335
30.21428571,27.023982647495487,27.000053,-0.08854816866153398,0.08854816866153398
67.93333333,88.52862577123601,88.52831,-0.0003536575066110046,0.0003536575066110046
47.86666667,52.690763116475615,52.68979,-0.0018490871238411467,0.0018490871238411467
64.86666667,82.59296978413961,82.593285,0.0003811738393770861,0.0003811738393770861
74.0,100.75849999999998,100.75715,-0.0013410851930134857,0.0013410851930134857
56.4,67.064708,67.07482,0.015080170285648243,0.015080170285648243
41.26666667,42.45235911608842,42.45884,0.015264877030199625,0.015264877030199625
30.53333333,27.43921644009682,27.429686,-0.034734400912143686,0.034734400912143686
49.2,54.85221200000001,54.862507,0.018768370644869335,0.018768370644869335
66.46666667,85.6691831175668,85.67492,0.006695535830304581,0.006695535830304581
82.0,117.8761,117.87782,0.0014615990659417953,0.0014615990659417953
28.93333333,25.37488577352402,25.378674,0.014927278792830151,0.014927278792830151
22.33333333,17.335777773911218,17.333773,-0.011566337753115961,0.011566337753115961
76.2,105.353552,105.49966,0.13868035246319965,0.13868035246319965
45.33333333,48.67021110589522,48.66869,-0.0031258917466096903,0.0031258917466096903
69.93333333,92.48887910445201,92.48743,-0.0015702932650640464,0.0015702932650640464
46.86666667,51.09020978308362,51.09218,0.003853109336011593,0.003853109336011593
35.8,34.55255199999999,34.543015,-0.027602805236510455,0.027602805236510455
39.13333333,39.30692977292561,39.314835,0.020110504296862626,0.020110504296862626
69.8,92.222672,92.21406,-0.009340520557376192,0.009340520557376192
73.4,99.520088,99.51883,-0.0012647238584397313,0.0012647238584397313
75.41666667,103.70766945142522,103.676414,-0.030137560553092656,0.030137560553092656
51.0,57.819799999999994,57.83102,0.019405731643166755,0.019405731643166755
68.86666667,90.36798311770762,90.362686,-0.005861545536721599,0.005861545536721599
45.26666667,48.565932449656415,48.56802,0.00429811018064542,0.00429811018064542
30.4,27.265468,27.266373,0.0033180456101616048,0.0033180456101616048
33.53333333,31.431276439920815,31.437407,0.01950318501348382,0.01950318501348382
64.93333333,82.72024577141201,82.72113,0.0010693871536412243,0.0010693871536412243
61.66666667,76.57571111728522,76.57524,-0.0006138087536869072,0.0006138087536869072
73.26666667,99.24574578463243,99.243675,-0.002086288618690586,0.002086288618690586
69.33333333,91.29341110448722,91.28989,-0.0038607713691523908,0.0038607713691523908
43.8,46.291591999999994,46.286396,-0.011224443066607378,0.011224443066607378
58.46666667,70.73867645043083,70.730774,-0.011171434137756151,0.011171434137756151
51.86666667,59.26897645004362,59.264206,-0.00804892831319666,0.00804892831319666
65.0,82.84759999999999,82.84638,-0.0014699989941826298,0.0014699989941826298
25.53333333,21.13778310705682,21.13722,-0.002662173055421427,0.002662173055421427
37.6,37.095628000000005,37.09148,-0.011181222954499666,0.011181222954499666
38.93333333,39.01615243960403,39.01337,-0.007130189713910188,0.007130189713910188
27.0,22.940599999999996,22.941338,0.0032151968528391682,0.0032151968528391682
22.0,16.9501,16.950773,0.003971888872296513,0.003971888872296513
58.33333333,70.49937777179922,70.50065,0.001802465179270241,0.001802465179270241
52.85714286,60.941365310971555,60.96602,0.0404542393503262,0.0404542393503262
40.33333333,41.066377772855226,41.069763,0.008243752972928571,0.008243752972928571
25.6,21.218908,21.217646,-0.005949198037888802,0.005949198037888802
79.66666667,112.76711111834122,112.76658,-0.0004721625122189696,0.0004721625122189696
51.53333333,58.71003643886482,58.704994,-0.008588373488599496,0.008588373488599496
43.53333333,45.88214310600081,45.892624,0.02284286359981695,0.02284286359981695
28.2,24.443791999999995,24.441246,-0.010415598713780201,0.010415598713780201
25.0,20.4916,20.491232,-0.0017962563442450719,0.0017962563442450719
56.2,66.713152,66.70407,-0.013611941282760543,0.013611941282760543
38.33333333,38.14804443963922,38.153473,0.014229984344263813,0.014229984344263813
62.0,77.1941,77.19682,0.003527627263199604,0.003527627263199604
36.06666667,34.92570578245002,34.92322,-0.007112796318919992,0.007112796318919992
59.93333333,73.39161243837204,73.38684,-0.006501584991803591,0.006501584991803591
68.86666667,90.36798311770762,90.362686,-0.005861545536721599,0.005861545536721599
74.2,101.172712,101.17497,0.0022343319013562713,0.0022343319013562713
50.86666667,57.59802311665162,57.59682,-0.0020873726001925295,0.0020873726001925295
48.4,53.551587999999995,53.556274,0.008751213992953293,0.008751213992953293
76.2,105.353552,105.49966,0.13868035246319965,0.13868035246319965
62.8,78.68621199999998,78.68362,-0.0032983692446519617,0.0032983692446519617
60.4,74.243668,74.23983,-0.0051694413995760575,0.0051694413995760575
74.6,102.00324799999999,102.00411,0.0008472707186331062,0.0008472707186331062
39.8,40.281271999999994,40.27499,-0.015595133671262465,0.015595133671262465
58.46666667,70.73867645043083,70.730774,-0.011171434137756151,0.011171434137756151
40.93333333,41.95560577282003,41.96177,0.014690125599069162,0.014690125599069162
84.13333333,122.63102977028562,122.781906,0.12303277394529727,0.12303277394529727
39.0,39.113,39.110256,-0.007015071540511263,0.007015071540511263
58.66666667,71.09821111710922,71.10182,0.005078583902623519,0.005078583902623519
72.93333333,98.561259104276,98.55191,-0.009485170918411962,0.009485170918411962
